taxiId,longitude,latitude
1,116.69152,39.85145
1,116.6915,39.85155
1,116.69145,39.85184
1,116.69153,39.85179
1,116.69163,39.85167
1,116.6916,39.85162
1,116.69177,39.85202
1,116.69166,39.85171
1,116.69162,39.85172
1,116.69161,39.85169
1,116.69156,39.85125
1,116.69165,39.85164
1,116.69154,39.85172
1,116.69157,39.85175
1,116.69168,39.85171
1,116.69194,39.85156
1,116.69186,39.85159
1,116.69182,39.85161
1,116.69182,39.85161
1,116.69166,39.85145
1,116.69163,39.85163
1,116.69163,39.85169
1,116.69157,39.85161
1,116.69155,39.85165
1,116.69154,39.85166
1,116.69153,39.85168
1,116.69154,39.85171
1,116.69154,39.85173
1,116.69155,39.85173
1,116.69153,39.85177
1,116.69156,39.85165
1,116.69113,39.85163
1,116.69143,39.85148
1,116.69168,39.85171
1,116.69171,39.8517
1,116.69162,39.8517
1,116.69146,39.85185
1,116.69156,39.85164
1,116.69158,39.85182
1,116.69158,39.85158
1,116.69159,39.85166
1,116.69157,39.85171
1,116.69158,39.85173
1,116.6916,39.85174
1,116.69161,39.85175
1,116.69162,39.85176
1,116.69162,39.85176
1,116.69162,39.85176
1,116.69162,39.85177
1,116.69162,39.85176
1,116.69154,39.85166
1,116.69155,39.85169
1,116.69155,39.85172
1,116.69156,39.85172
1,116.69156,39.85169
1,116.69157,39.85167
1,116.6916,39.85152
1,116.69159,39.85156
1,116.69568,39.85251
1,116.64668,39.89091
1,116.59985,39.90881
1,116.5531,39.91485
1,116.49968,39.91468
1,116.45678,39.91749
1,116.43597,39.92573
1,116.46352,39.91971
1,116.46515,39.915
1,116.45519,39.91569
1,116.46086,39.9162
1,116.4741,39.91413
1,116.51525,39.9159
1,116.49344,39.91441
1,116.54716,39.92268
1,116.52989,39.91537
1,116.47556,39.92172
1,116.45419,39.95203
1,116.46794,39.94389
1,116.44923,39.9797
1,116.46175,39.99519
1,116.46175,39.99519
1,116.46455,39.96358
1,116.45348,39.92281
1,116.47822,39.92153
1,116.46432,39.9139
1,116.43523,39.92163
1,116.43161,39.92234
1,116.42843,39.90776
1,116.4277,39.93528
1,116.41563,39.9462
1,116.43479,39.94799
1,116.4546,39.98414
1,116.46,39.98753
1,116.48006,39.95789
1,116.47179,39.92762
1,116.50407,39.9147
1,116.50337,39.90693
1,116.69155,39.85164
1,116.69155,39.8518
1,116.69155,39.85179
1,116.69156,39.85181
1,116.69157,39.85183
1,116.69157,39.85183
1,116.69158,39.85183
1,116.69159,39.85183
1,116.69159,39.85183
1,116.69159,39.85183
1,116.69159,39.85182
1,116.69159,39.85182
1,116.69159,39.85182
1,116.6916,39.85181
1,116.6916,39.8518
1,116.69185,39.85194
1,116.69168,39.85189
1,116.69142,39.85161
1,116.69154,39.85169
1,116.69155,39.85156
1,116.69154,39.85179
1,116.69153,39.85167
1,116.69151,39.85157
1,116.69173,39.85173
1,116.69164,39.85178
1,116.69163,39.85172
1,116.69164,39.85171
1,116.69167,39.85178
1,116.69165,39.85165
1,116.69163,39.85169
1,116.69162,39.85169
1,116.69162,39.85171
1,116.69162,39.85172
1,116.69154,39.8516
1,116.69159,39.85155
1,116.69156,39.85165
1,116.69157,39.85172
1,116.6916,39.85175
1,116.6916,39.85175
1,116.69161,39.85175
1,116.69162,39.85175
1,116.69162,39.85175
1,116.69161,39.85176
1,116.69155,39.85174
1,116.69151,39.85175
1,116.69152,39.85173
1,116.69136,39.8518
1,116.6915,39.85164
1,116.69135,39.85206
1,116.69157,39.85181
1,116.69155,39.85165
1,116.69155,39.85167
1,116.69155,39.85168
1,116.69156,39.85169
1,116.69158,39.8517
1,116.69159,39.8517
1,116.69159,39.85171
1,116.69148,39.85181
1,116.69159,39.85185
1,116.69159,39.85183
1,116.69159,39.85181
1,116.69159,39.85182
1,116.69159,39.85181
1,116.69159,39.8518
1,116.69155,39.85173
1,116.69159,39.8516
1,116.69159,39.8516
1,116.69159,39.85158
1,116.69158,39.85183
1,116.69157,39.8517
1,116.63319,39.90081
1,116.5727,39.91361
1,116.51523,39.91522
1,116.47354,39.98849
1,116.47272,39.99651
1,116.47284,39.97043
1,116.48347,39.91296
1,116.42589,39.85721
1,116.35883,39.84292
1,116.41487,39.85573
1,116.46671,39.86658
1,116.48331,39.89127
1,116.48332,39.89113
1,116.48335,39.89111
1,116.48335,39.89111
1,116.48364,39.89959
1,116.51238,39.91654
1,116.51167,39.92152
1,116.51127,39.93078
1,116.50382,39.90692
1,116.69158,39.85137
1,116.69158,39.85188
1,116.69175,39.85119
1,116.6914,39.85173
1,116.6914,39.85173
1,116.69173,39.8515
1,116.69165,39.85158
1,116.69169,39.85155
1,116.69177,39.85174
1,116.69172,39.8518
1,116.69182,39.85192
1,116.69185,39.85205
1,116.69158,39.85171
1,116.6916,39.8516
1,116.69163,39.8516
1,116.69165,39.85131
1,116.6915,39.85147
1,116.69174,39.85151
1,116.69165,39.85141
1,116.69146,39.85202
1,116.69108,39.85159
1,116.69137,39.85105
1,116.6916,39.85157
1,116.69157,39.85156
1,116.69168,39.85207
1,116.69153,39.85168
1,116.69156,39.85152
1,116.6916,39.85147
1,116.69162,39.85146
1,116.69175,39.85165
1,116.69163,39.85167
1,116.69174,39.85184
1,116.69174,39.85184
1,116.69163,39.85154
1,116.69179,39.8516
1,116.69178,39.85217
1,116.69172,39.85141
1,116.6916,39.85138
1,116.69223,39.85128
1,116.69164,39.85197
1,116.69163,39.85198
1,116.69172,39.85148
1,116.69176,39.85144
1,116.69152,39.85133
1,116.69164,39.85111
1,116.69164,39.85143
1,116.69162,39.85136
1,116.69173,39.85172
1,116.69179,39.85186
1,116.69164,39.8514
1,116.69164,39.85141
1,116.69171,39.85172
1,116.69165,39.85152
1,116.69164,39.85156
1,116.69153,39.85192
1,116.69167,39.85129
1,116.69159,39.85178
1,116.69159,39.85178
1,116.69157,39.85273
1,116.69172,39.85156
1,116.69172,39.85156
1,116.69147,39.85125
1,116.69165,39.85177
1,116.69169,39.85172
1,116.69171,39.85172
1,116.69164,39.85153
1,116.69163,39.8516
1,116.6916,39.85157
1,116.69185,39.85139
1,116.66018,39.88501
1,116.59778,39.90824
1,116.57738,39.91294
1,116.53903,39.91508
1,116.48572,39.93235
1,116.51471,39.91661
1,116.48366,39.94303
1,116.4847,39.91423
1,116.51731,39.91134
1,116.56668,39.91402
1,116.6014,39.90733
1,116.65535,39.88832
1,116.69152,39.85197
1,116.69156,39.85179
1,116.69181,39.85168
1,116.69181,39.85168
1,116.69179,39.85168
1,116.69171,39.85199
1,116.69156,39.85189
1,116.69158,39.85191
1,116.69158,39.85189
1,116.6916,39.85171
1,116.69164,39.85166
1,116.69161,39.85167
1,116.69159,39.85169
1,116.69167,39.85149
1,116.69166,39.85154
1,116.69168,39.8518
1,116.6917,39.85181
1,116.69163,39.85181
1,116.69152,39.85175
1,116.69155,39.85173
1,116.69136,39.85164
1,116.69141,39.85171
1,116.69173,39.8515
1,116.6916,39.85172
1,116.69156,39.85179
1,116.69159,39.85184
1,116.6916,39.85154
1,116.6916,39.85152
1,116.6916,39.85151
1,116.6916,39.85156
1,116.69187,39.85201
1,116.69152,39.85167
1,116.69152,39.85167
1,116.69152,39.85161
1,116.6915,39.85166
1,116.69152,39.8516
1,116.69152,39.85159
1,116.69152,39.8516
1,116.69151,39.85161
1,116.69152,39.85161
1,116.69151,39.85161
1,116.69161,39.8518
1,116.69173,39.85176
1,116.69158,39.8516
1,116.69158,39.8516
1,116.69157,39.85177
1,116.69156,39.8517
1,116.69156,39.85169
1,116.69155,39.8517
1,116.69163,39.85136
1,116.69153,39.85165
1,116.69157,39.85169
1,116.69177,39.85177
1,116.69173,39.85179
1,116.69165,39.8514
1,116.69163,39.85147
1,116.69169,39.85076
1,116.69184,39.85102
1,116.69102,39.85177
1,116.69137,39.85165
1,116.69145,39.85175
1,116.69171,39.85187
1,116.69163,39.85178
1,116.6916,39.85176
1,116.69137,39.8519
1,116.69147,39.8517
1,116.69152,39.85143
1,116.6915,39.85161
1,116.69152,39.85164
1,116.69154,39.85165
1,116.69149,39.85161
1,116.69162,39.85164
1,116.69159,39.85159
1,116.69158,39.85165
1,116.69158,39.85165
1,116.69163,39.85169
1,116.69154,39.85173
1,116.69154,39.85175
1,116.69159,39.85167
1,116.69163,39.85141
1,116.69162,39.85161
1,116.6916,39.85161
1,116.69154,39.85188
1,116.69158,39.85197
1,116.69158,39.85187
1,116.69159,39.85183
1,116.69162,39.85147
1,116.69156,39.85158
1,116.69155,39.85164
1,116.69153,39.85165
1,116.69153,39.85166
1,116.66179,39.88372
1,116.60394,39.90741
1,116.54559,39.91474
1,116.52195,39.916
1,116.48503,39.91422
1,116.4446,39.92156
1,116.40047,39.92594
1,116.44152,39.93236
1,116.48347,39.91954
1,116.50789,39.93128
1,116.53174,39.91536
1,116.57156,39.90263
1,125.39,43.99
